Answer_ID,Question_ID,Question_Full_Text,Answer,Full_Description,Theological_Label,Theol_Cons_Lib,Social_Cons_Lib,Counter_Pro_Modern,Super_Nat,Cult_Sep_Eng,Cleric_Egal,Div_Hum_Agency,Commun_Indiv,Liturg_Spont,Sacram_Funct,Literal_Crit,Intellect_Exper
CHR_01_A06,CHR_01,What is the fundamental nature of the Church?,"The invisible, spiritual fellowship of all true believers","The true Church is not a visible earthly organization or denomination, but the unseen, spiritual body of all genuine believers known only to God.",Invisible Ecclesiology,60,N/A,90,60,70,100,N/A,100,100,90,60,N/A
CHR_09_A01,CHR_09,Is there an apostolic succession of bishops necessary for a valid church?,"Yes, an unbroken chain of bishops is required","A true church requires bishops who have been ordained in an unbroken, historic physical line from the original apostles to guarantee valid sacraments and authority.",Tactile Apostolic Succession,0,N/A,0,0,N/A,0,N/A,0,0,0,0,N/A
CHR_09_A02,CHR_09,Is there an apostolic succession of bishops necessary for a valid church?,"Yes, it is the historic norm, though God may work outside it","The historic succession of bishops is the normal and expected structure for the church, though God's grace can still operate in communities lacking this unbroken chain.",Normative Historic Episcopate,15,N/A,15,25,N/A,20,N/A,20,20,20,30,N/A
CHR_09_A07,CHR_09,Is there an apostolic succession of bishops necessary for a valid church?,"No, true authority was lost and had to be restored","The historic chain of authority was completely broken by apostasy, so valid church authority had to be restored directly by God through new messengers.",Restorationism,80,N/A,70,10,N/A,10,N/A,80,30,30,10,N/A
CHR_09_A03,CHR_09,Is there an apostolic succession of bishops necessary for a valid church?,"It is a beneficial historic sign, but not strictly necessary","Maintaining a historic line of bishops is a valuable sign of unity and historical continuity, but a church is fully valid and real without it.",Beneficial Historic Episcopate,30,N/A,30,50,N/A,40,N/A,40,40,60,75,N/A
CHR_09_A05,CHR_09,Is there an apostolic succession of bishops necessary for a valid church?,"No, succession is carried by faithful doctrine and an ordered ministry","Apostolic continuity is not a physical chain of bishops, but the faithful transmission of the apostles' teaching through an officially ordained, interconnected ministry.",Ministerial Succession,45,N/A,40,70,N/A,50,N/A,50,60,70,60,N/A
CHR_09_A06,CHR_09,Is there an apostolic succession of bishops necessary for a valid church?,"No, an unbroken line of human leaders is irrelevant",The validity of a church does not depend on any historical chain of bishops or clergy. A true church is validated solely by its present faithfulness to Christ and the Spirit.,Free Church Ecclesiology,100,N/A,100,100,N/A,100,N/A,100,100,100,100,N/A
CHR_10_A04,CHR_10,Who mediates the relationship between the individual believer and God?,Christ mediates through a uniquely restored earthly priesthood,"Christ is the ultimate mediator, but receiving His saving covenants requires the authority of a uniquely restored earthly priesthood; departed saints do not intercede for us.",Restored Sacerdotalism,80,N/A,70,N/A,N/A,10,N/A,50,N/A,20,60,40
CHR_10_A01,CHR_10,Who mediates the relationship between the individual believer and God?,"Christ uniquely mediates, but through the ordained priesthood and heavenly saints","Christ is the one mediator, but He distributes His saving grace through the Church's earthly ordained priesthood and welcomes the intercessory prayers of the departed saints.",Participatory Mediation,0,N/A,0,N/A,N/A,0,N/A,0,N/A,0,40,20
CHR_10_A02,CHR_10,Who mediates the relationship between the individual believer and God?,"Christ mediates alone, ordinarily through the Church's earthly ministry","Christ is the sole mediator and ordinarily delivers His grace through the Church's earthly ministry of Word and Sacrament, but departed saints are not invoked.",Ministerial Dispensation,20,N/A,30,N/A,N/A,40,N/A,30,N/A,40,20,0
CHR_10_A03,CHR_10,Who mediates the relationship between the individual believer and God?,Christ alone mediates; every believer has direct access,"Jesus Christ is the sole mediator; every believer has immediate, direct access to God without any need for intervening earthly priests, institutional structures, or departed saints.",Direct Access to God,40,N/A,50,N/A,N/A,90,N/A,80,N/A,90,0,70
CHR_10_A05,CHR_10,Who mediates the relationship between the individual believer and God?,"Direct, unmediated inner spiritual communion","Every person has direct access to the Divine through inward spiritual communion, making external mediators, clergy, and physical religious structures unnecessary.",Inner Light,100,N/A,100,N/A,N/A,100,N/A,100,N/A,100,100,100
CHR_13_A01,CHR_13,Should women be allowed to be ordained as official church leaders?,"No, all formal leadership and teaching roles are reserved for men",The formal offices of the church and all official teaching or directorial roles are reserved exclusively for men; women do not hold official ministry titles or public teaching positions.,Strict Complementarianism,0,0,0,N/A,0,0,N/A,N/A,N/A,20,0,N/A
CHR_13_A06,CHR_13,Should women be allowed to be ordained as official church leaders?,"No, but women may lead and teach in specific, unordained roles","Governing offices and the public teaching of men are reserved for men, but women may hold recognized, unordained roles directing ministries or teaching other women and children.",Broad Complementarianism,10,15,20,N/A,20,15,N/A,N/A,N/A,30,15,N/A
CHR_13_A02,CHR_13,Should women be allowed to be ordained as official church leaders?,"Women may be ordained as deacons, but not as pastors or priests","Women may be formally ordained to the diaconate to serve the church, but the primary teaching, sacramental, and governing offices are reserved for men.",Female Diaconal Ordination,25,30,10,N/A,30,30,N/A,N/A,N/A,10,30,N/A
CHR_13_A04,CHR_13,Should women be allowed to be ordained as official church leaders?,"Women may be ordained, but not to the highest governing office","Women may be ordained to pastoral or teaching roles (e.g., associate pastor or priest), but the position of highest hierarchical authority (such as Senior Pastor / Elder or Bishop) is reserved for men.",Soft Complementarianism,50,50,60,N/A,60,50,N/A,N/A,N/A,70,50,N/A
CHR_13_A07,CHR_13,Should women be allowed to be ordained as official church leaders?,The church does not ordain formal clergy of either gender,"The church rejects the concept of a formal, ordained clergy class altogether; spiritual leadership and public ministry are shared equally among all believers regardless of gender.",Non-Clerical Egalitarianism,75,80,80,N/A,90,100,N/A,N/A,N/A,100,80,N/A
CHR_13_A05,CHR_13,Should women be allowed to be ordained as official church leaders?,"Yes, women may be ordained to any and all offices","Women may be ordained to every level of church leadership available, including the highest hierarchical or teaching offices, with absolutely no restrictions based on gender.",Full Egalitarianism,100,100,100,N/A,100,90,N/A,N/A,N/A,90,100,N/A
SAC_02_A01,SAC_02,What does baptism do (or not do) in salvation?,It is a means of grace that directly causes new birth and washes away sin,"God uses the physical rite of water baptism as the instrumental means to forgive sins, infuse grace, and effect spiritual regeneration.",Baptismal Regeneration,0,N/A,0,0,N/A,N/A,0,0,0,0,0,0
SAC_02_A06,SAC_02,What does baptism do (or not do) in salvation?,It is the specific moment a repentant believer receives formal pardon,"While having no mystical power itself and meriting nothing, immersion is the formal, specific means by which a repentant believer receives God's absolution and release from guilt.",Ordinance of Remission,30,N/A,50,40,N/A,N/A,50,40,30,30,10,20
SAC_02_A02,SAC_02,What does baptism do (or not do) in salvation?,It is a visible sign and seal of God's covenant promises,"It acts as a visible pledge that grafts a person into the visible church and confirms God's promises, but the physical act itself does not automatically guarantee inward regeneration.",Covenantal Sign and Seal,20,N/A,25,20,N/A,N/A,20,15,15,15,30,30
SAC_02_A03,SAC_02,What does baptism do (or not do) in salvation?,It is a symbolic public testimony of a salvation already received,"The rite is purely an outward symbol of an inward reality. It acts as a public profession of faith and an act of obedience, but conveys no saving grace itself.",Memorialism,50,N/A,60,80,N/A,N/A,80,70,80,80,60,70
SAC_02_A04,SAC_02,What does baptism do (or not do) in salvation?,"It is a meaningful community ritual, but not spiritually necessary","Water baptism may hold personal meaning or signify inclusion in a community, but it is not a requirement for salvation or spiritual life.",Optional Ritual,100,N/A,100,100,N/A,N/A,100,90,90,90,100,85
SAC_02_A05,SAC_02,What does baptism do (or not do) in salvation?,Water baptism is unnecessary; true baptism is purely inward,"The physical rite of water baptism is rejected or viewed as entirely unnecessary; the only true and essential baptism is the inward, spiritual baptism by God.",Inward Baptism,80,N/A,80,90,N/A,N/A,90,100,100,100,85,100
SAC_03_A01,SAC_03,Who is the proper recipient of baptism?,Infants of believers and unbaptized converts,"Baptism is properly administered to the infants of church members, as well as to adults who are converting to the faith.",Paedobaptism,0,N/A,0,0,N/A,N/A,0,0,N/A,0,50,0
SAC_03_A03,SAC_03,Who is the proper recipient of baptism?,Only those who personally profess faith,"Baptism is strictly reserved for individuals of any age who are capable of making a personal, conscious profession of faith and repentance.",Credobaptism,20,N/A,50,70,N/A,N/A,85,95,N/A,80,0,85
SAC_03_A04,SAC_03,Who is the proper recipient of baptism?,Children at the age of accountability and adult converts,"Infant baptism is rejected, but children are expected to be baptized once they reach a recognized age of moral accountability, alongside adult converts.",Age of Accountability,30,N/A,70,80,N/A,N/A,90,80,N/A,85,15,70
SAC_03_A05,SAC_03,Who is the proper recipient of baptism?,No one; physical water baptism is not practiced,"The community does not practice physical water baptism for anyone, focusing exclusively on an inward or spiritual baptism.",Inward Baptism,100,N/A,100,100,N/A,N/A,100,100,N/A,100,100,100
WOR_05_A01,WOR_05,What is the role of emotion and personal experience in worship and faith?,Worship must be strictly reverent and objective,"Worship focuses entirely on solemn reverence and biblical truth. Outward emotional displays are discouraged, and the focus is on duty and the mind rather than the feelings.",Objective Solemnity,0,N/A,0,100,N/A,0,N/A,0,0,N/A,N/A,0
WOR_05_A02,WOR_05,What is the role of emotion and personal experience in worship and faith?,"Emotions are a valid response, but truth and order must lead","Worship is centered on the objective teaching of truth and an orderly service. Personal feelings are natural and welcome, but they do not dictate or drive how the worship is conducted.",Regulative Principle of Order,15,N/A,20,85,N/A,20,N/A,20,15,N/A,N/A,15
WOR_05_A03,WOR_05,What is the role of emotion and personal experience in worship and faith?,Heartfelt sincerity within a structured service,"True worship requires deep, personal, internal conviction and warmth. While emotional sincerity is highly valued, the service itself remains organized, planned, and orderly.",Pietism,30,N/A,40,60,N/A,40,N/A,50,40,N/A,N/A,40
WOR_05_A04,WOR_05,What is the role of emotion and personal experience in worship and faith?,Highly vocal and physically expressive worship,"Worship is energetic and outwardly expressive. Practices like shouting, weeping, dancing, clapping, or vocal responses are normal, expected ways to passionately praise God.",Revivalism,60,N/A,60,40,N/A,60,N/A,75,65,N/A,N/A,70
WOR_05_A07,WOR_05,What is the role of emotion and personal experience in worship and faith?,"Seeking a tangible, supernatural manifestation","The primary goal is for the Holy Spirit to tangibly move in the room. Worship is intentionally flexible to allow for spontaneous spiritual gifts like prophecy, physical healing, or speaking in tongues.",Charismatic Encounter,80,N/A,80,0,N/A,85,N/A,85,85,N/A,N/A,85
WOR_05_A06,WOR_05,What is the role of emotion and personal experience in worship and faith?,Unplanned reliance on spontaneous inner promptings,"Worship completely abandons planned structures, songs, or leaders. The community waits in stillness until the Spirit directly prompts someone to speak, pray, or act.",Unprogrammed Worship,100,N/A,100,10,N/A,100,N/A,100,100,N/A,N/A,100
WOR_06_A06,WOR_06,"Is it appropriate to use physical images, icons, or statues in worship and devotion?",Both flat images and statues are honored and used for devotion,"Paintings, icons, and three-dimensional statues are all warmly embraced and actively used as focal points for prayer, honor, and devotion.",Comprehensive Iconodulism,N/A,N/A,0,0,N/A,N/A,N/A,N/A,0,0,100,100
WOR_06_A05,WOR_06,"Is it appropriate to use physical images, icons, or statues in worship and devotion?","Flat images are honored and venerated, but statues are avoided","Flat images (icons) are essential to worship and are actively honored (e.g., kissed or given incense), but three-dimensional statues are avoided in the sanctuary.",Restricted Iconodulism,N/A,N/A,10,15,N/A,N/A,N/A,N/A,10,15,85,80
WOR_06_A04,WOR_06,"Is it appropriate to use physical images, icons, or statues in worship and devotion?",Images are helpful tools to focus the mind during prayer,"Art, such as crucifixes or paintings, are intentionally placed in worship spaces as valuable tools to help focus the mind on Christ, though they are not physically venerated.",Didactic Iconism,N/A,N/A,30,50,N/A,N/A,N/A,N/A,40,50,60,50
WOR_06_A02,WOR_06,"Is it appropriate to use physical images, icons, or statues in worship and devotion?",Visual depictions should be kept out of the worship space,"Images may exist for education outside the church, but the sanctuary itself should be plain and free of visual depictions of the divine to avoid distraction.",Sanctuary Aniconism,N/A,N/A,45,90,N/A,N/A,N/A,N/A,90,90,15,15
WOR_06_A01,WOR_06,"Is it appropriate to use physical images, icons, or statues in worship and devotion?",All religious images of the divine must be strictly avoided,Any visual depiction of God or Jesus should be strictly avoided everywhere—both in church and at home—as they inherently violate the commandment against idolatry.,Strict Iconoclasm,N/A,N/A,60,100,N/A,N/A,N/A,N/A,100,100,0,0
WOR_06_A03,WOR_06,"Is it appropriate to use physical images, icons, or statues in worship and devotion?","Art is acceptable as decoration, but not as an aid for prayer","Visual art and crosses are acceptable as background decoration or teaching tools, but they should never be used as a focal point for prayer or devotion.",Non-Devotional Ornamentation,N/A,N/A,100,75,N/A,N/A,N/A,N/A,70,75,35,30
WOR_08_A07,WOR_08,"Are spiritual gifts such as prophecy, speaking in tongues, and healing for today?","Active today, flowing freely and ecstatically","Spiritual gifts are actively expected and practiced freely with minimal formal oversight, prioritizing spontaneous, ecstatic encounters with the Spirit.",Neo-Pentecostalism,80,N/A,100,0,N/A,100,N/A,N/A,100,N/A,10,100
WOR_08_A06,WOR_08,"Are spiritual gifts such as prophecy, speaking in tongues, and healing for today?","Active today, with tongues highly emphasized","All gifts continue, and speaking in tongues is highly emphasized as the essential, initial physical evidence of the baptism in the Holy Spirit.",Classical Pentecostalism,60,N/A,60,10,N/A,85,N/A,N/A,85,N/A,0,85
WOR_08_A04,WOR_08,"Are spiritual gifts such as prophecy, speaking in tongues, and healing for today?","Active today, but practiced with careful order","All spiritual gifts continue and should be desired, but they must be carefully evaluated and practiced with structured biblical order in worship.",Third Wave Continuationism,40,N/A,80,30,N/A,60,N/A,N/A,60,N/A,30,50
WOR_08_A02,WOR_08,"Are spiritual gifts such as prophecy, speaking in tongues, and healing for today?","Not actively expected, but God may still act","While God still heals and performs miracles, the specific supernatural gifts of prophecy and tongues are not expected or pursued as regular ministries today.",Soft Cessationism,20,N/A,20,70,N/A,30,N/A,N/A,20,N/A,70,25
WOR_08_A01,WOR_08,"Are spiritual gifts such as prophecy, speaking in tongues, and healing for today?",They ended with the apostles,These specific miraculous gifts were uniquely given to authenticate the early church and have completely ceased today.,Hard Cessationism,0,N/A,0,100,N/A,10,N/A,N/A,0,N/A,100,0
WOR_17_A01,WOR_17,What is the nature and significance of Mary?,"Born without sin, Mother of God, ever-virgin, and prayed to","She was miraculously preserved from all sin from conception, is the Mother of God, remained a virgin forever, and is actively invoked in prayer.",Immaculate Conception,10,N/A,15,0,N/A,N/A,N/A,N/A,N/A,0,70,N/A
WOR_17_A02,WOR_17,What is the nature and significance of Mary?,"Born with original sin, Mother of God, ever-virgin, and prayed to","She is the Mother of God and remained a virgin forever, and we ask for her prayers, but she was born with standard human limits (ancestral sin).",Orthodox Mariology,0,N/A,0,10,N/A,N/A,N/A,N/A,N/A,10,60,N/A
WOR_17_A03,WOR_17,What is the nature and significance of Mary?,"Mother of God and ever-virgin, but not prayed to","She is the Mother of God (since Jesus is divine) and remained a virgin her whole life, but she should not be prayed to or treated as a mediator.",Non-Devotional Perpetual Virginity,20,N/A,40,30,N/A,N/A,N/A,N/A,N/A,50,40,N/A
WOR_17_A04,WOR_17,What is the nature and significance of Mary?,"Mother of God, but had other children and is not prayed to","She is the Mother of God (because Jesus is fully divine), but she later had other children naturally with Joseph, and we do not pray to her.",Protestant Theotokos,30,N/A,75,60,N/A,N/A,N/A,N/A,N/A,90,10,N/A
WOR_17_A05,WOR_17,What is the nature and significance of Mary?,"Mother of the human Jesus only, ever-virgin, and honored in liturgy","She is the mother of the human Messiah, not the ""Mother of God."" She remained a virgin forever and is honored and invoked in the church's liturgy.",Nestorian Mariology,50,N/A,30,70,N/A,N/A,N/A,N/A,N/A,40,25,N/A
WOR_17_A06,WOR_17,What is the nature and significance of Mary?,"Mother of the human Jesus only, had other children, and no prayer","She is simply the earthly mother of Jesus, not the ""Mother of God."" She later had other children normally, and we do not pray to her or elevate her.",Low-Church Anti-Marianism,70,N/A,85,80,N/A,N/A,N/A,N/A,N/A,95,0,N/A
WOR_17_A07,WOR_17,What is the nature and significance of Mary?,A vessel for a heavenly body; she did not provide Jesus flesh,"Jesus brought His physical body from heaven and merely passed through her like water through a pipe, meaning she did not provide His human flesh.",Celestial Flesh Christology,85,N/A,60,50,N/A,N/A,N/A,N/A,N/A,70,85,N/A
WOR_17_A09,WOR_17,What is the nature and significance of Mary?,A natural human mother; the virgin birth is not literal,She was a virtuous historical woman who conceived Jesus naturally with a human father; the virgin birth is a theological legend or metaphor.,Psilanthropism,100,N/A,100,100,N/A,N/A,N/A,N/A,N/A,100,100,N/A
WOR_18_A01,WOR_18,"What role, if any, do Mary and the departed saints have in the Christian life?",Powerful patrons who directly grant miracles and favors,"They are potent spiritual patrons who can directly provide protection, healings, and earthly favors in response to rituals and devotion.",Folk Veneration,10,N/A,70,0,N/A,N/A,N/A,10,N/A,0,0,100
WOR_18_A02,WOR_18,"What role, if any, do Mary and the departed saints have in the Christian life?",Honored members of the Church who intercede for us,"They are alive in Christ, actively interceding for the world, and should be highly honored and asked for their prayers just like living believers on earth.",Veneration of Saints,0,N/A,0,15,N/A,N/A,N/A,0,N/A,15,15,85
WOR_18_A03,WOR_18,"What role, if any, do Mary and the departed saints have in the Christian life?","We may ask for their prayers, but it is not required","It is permissible to privately ask them to pray for us, as they are alive in Christ, but this is a personal devotion and not a required practice.",Permissible Invocation,30,N/A,30,40,N/A,N/A,N/A,30,N/A,40,40,60
WOR_18_A04,WOR_18,"What role, if any, do Mary and the departed saints have in the Christian life?","Conscious in God's presence and inspiring, but we pray only to Him","The departed saints are consciously alive in heaven and serve as inspiring examples of faith, but directing prayers to them is inappropriate because prayer is an act of worship reserved exclusively for God.",Historical Commemoration,50,N/A,50,70,N/A,N/A,N/A,75,N/A,85,70,0
WOR_18_A05,WOR_18,"What role, if any, do Mary and the departed saints have in the Christian life?",Unconscious in death and awaiting the resurrection,"The dead are completely unconscious (asleep) until the future bodily resurrection. Because they are not currently active or awake in heaven, they cannot hear prayers or interact with the living.",Christian Mortalism,90,N/A,90,100,N/A,N/A,N/A,100,N/A,100,90,20
ESC_02_A01,ESC_02,"Will the Church be physically removed from the earth (the ""Rapture"") before the final period of great tribulation?","Yes, removed entirely before a future tribulation","Believers will be physically caught up to heaven to escape a literal, future seven-year period of global tribulation before Christ returns to earth.",Pre-Tribulationism,50,N/A,85,0,0,N/A,N/A,80,N/A,N/A,0,N/A
ESC_02_A05,ESC_02,"Will the Church be physically removed from the earth (the ""Rapture"") before the final period of great tribulation?","Yes, removed during a future tribulation",Believers will endure the first part of a future literal tribulation (the wrath of man/Antichrist) but will be caught up before God pours out His ultimate wrath.,Mid-Tribulationism,60,N/A,90,10,15,N/A,N/A,85,N/A,N/A,15,N/A
ESC_02_A02,ESC_02,"Will the Church be physically removed from the earth (the ""Rapture"") before the final period of great tribulation?","No, the Church endures the entire future tribulation","Believers will remain on earth throughout a future literal period of great tribulation, being caught up to meet Christ only at His final, visible return.",Post-Tribulationism,15,N/A,15,20,30,N/A,N/A,40,N/A,N/A,30,N/A
ESC_02_A06,ESC_02,"Will the Church be physically removed from the earth (the ""Rapture"") before the final period of great tribulation?","No, the ""Great Tribulation"" already occurred in the past","The period of great tribulation described in the New Testament was largely fulfilled in the first century (e.g., the destruction of Jerusalem). The Church now awaits only a single, final return.",Partial Preterism,30,N/A,30,70,60,N/A,N/A,20,N/A,N/A,60,N/A
ESC_02_A03,ESC_02,"Will the Church be physically removed from the earth (the ""Rapture"") before the final period of great tribulation?","No, tribulation is the ongoing experience of the Church","There is no distinct future 7-year tribulation or secret rapture. The Church experiences tribulation throughout history and awaits a single, simultaneous return and resurrection.",Amillennialism,0,N/A,0,50,80,N/A,N/A,0,N/A,N/A,80,N/A
ESC_02_A04,ESC_02,"Will the Church be physically removed from the earth (the ""Rapture"") before the final period of great tribulation?","No, these accounts are entirely symbolic","The concepts of a ""rapture"" and ""tribulation"" are ancient metaphors for spiritual struggles, political liberation, or the triumph of good over evil, not literal historical events.",Symbolic Eschatology,100,N/A,100,100,100,N/A,N/A,100,N/A,N/A,100,N/A
ESC_06_A04,ESC_06,What happens to believers immediately after death?,Entrance into a temporary spirit world for learning and service,"Spirits enter a temporary realm to continue learning, progress, and serve as missionaries to those who did not hear the truth on earth.",Intermediate Spirit World,75,N/A,60,45,N/A,30,70,30,N/A,30,20,80
ESC_06_A06,ESC_06,What happens to believers immediately after death?,Reincarnation into a new earthly life,"The soul passes into another earthly body to continue its spiritual evolution, learn new lessons, or pay off karmic debt.",Christian Reincarnation,90,N/A,90,60,N/A,100,100,100,N/A,100,90,90
ESC_06_A02,ESC_06,What happens to believers immediately after death?,"Immediate judgment, followed by heaven or temporary purification",The soul undergoes a particular judgment and either enters heaven immediately or undergoes a temporary period of purification to achieve the holiness necessary for heaven.,Purgatorial Purification,10,N/A,15,15,N/A,0,40,10,N/A,0,40,60
ESC_06_A07,ESC_06,What happens to believers immediately after death?,"A spiritual journey to a foretaste of heaven, aided by the Church","The soul embarks on a spiritual journey of testing (often described as passing through aerial toll houses), heavily aided by the prayers of the living, before entering a conscious foretaste of final joy.",Aerial Toll Houses,0,N/A,0,0,N/A,10,50,0,N/A,15,60,100
ESC_06_A01,ESC_06,What happens to believers immediately after death?,"Immediate, conscious presence with God in heaven","The soul separates from the body and immediately enters into the conscious, joyful presence of the Lord, requiring no further purification, while awaiting the bodily resurrection.",Immediate Conscious Presence,30,N/A,30,30,N/A,80,0,80,N/A,80,0,40
ESC_06_A03,ESC_06,What happens to believers immediately after death?,Unconscious sleep until the bodily resurrection,"The dead enter a state of total unconsciousness, knowing nothing and experiencing no passage of time, until God resurrects them at the end of the age.",Christian Mortalism,60,N/A,80,85,N/A,100,10,90,N/A,100,80,0
ESC_06_A05,ESC_06,What happens to believers immediately after death?,Consciousness ends; believers live on in God's memory and earthly legacy,"Personal consciousness ends permanently at death. """"Eternal life"""" refers to a person's enduring legacy on earth and their objective existence within the eternal memory of God.",Objective Immortality,100,N/A,100,100,N/A,100,90,50,N/A,100,100,10
ESC_07_A01,ESC_07,Which statement best describes the nature of final judgment and hell?,"A state of eternal, conscious separation and suffering","The unrepentant experience a definitive, unending state of conscious separation from God and endure eternal consequences for their sins.",Eternal Conscious Torment,0,N/A,0,0,N/A,N/A,0,N/A,N/A,N/A,0,N/A
ESC_07_A02,ESC_07,Which statement best describes the nature of final judgment and hell?,Complete destruction and cessation of existence,"The unrepentant do not suffer eternally; rather, they face the capital punishment of the soul, resulting in their complete and permanent destruction (non-existence).",Annihilationism,30,N/A,50,60,N/A,N/A,60,N/A,N/A,N/A,30,N/A
ESC_07_A05,ESC_07,Which statement best describes the nature of final judgment and hell?,Temporary suffering followed by a lesser degree of glory,"Most of the wicked will suffer temporarily for their sins, but will ultimately be redeemed into a lesser kingdom of heavenly glory, while only a very few suffer eternal perdition.",Degrees of Glory,60,N/A,70,20,N/A,N/A,85,N/A,N/A,N/A,80,N/A
ESC_07_A03,ESC_07,Which statement best describes the nature of final judgment and hell?,"A temporary, remedial state leading to ultimate salvation","Hell is not eternal punishment, but a temporary, purifying fire designed to correct and cleanse the wicked, ultimately leading to the reconciliation of all people to God.",Universal Reconciliation,80,N/A,30,30,N/A,N/A,30,N/A,N/A,N/A,60,N/A
ESC_07_A04,ESC_07,Which statement best describes the nature of final judgment and hell?,A metaphor for present earthly or psychological suffering,"Hell is not a literal afterlife destination, but a symbolic way of describing the present spiritual, psychological, or sociological alienation humans experience in this life.",Symbolic Eschatology,100,N/A,100,100,N/A,N/A,100,N/A,N/A,N/A,100,N/A
ETH_01_A01,ETH_01,What is the primary source for making ethical decisions?,The direct commands and precepts of the Bible alone,"Moral authority resides solely in the explicit commands and principles found in Scripture, which provide a sufficient guide for every ethical situation.",Strict Biblicism,0,0,30,15,N/A,100,N/A,100,N/A,N/A,0,20
ETH_01_A02,ETH_01,What is the primary source for making ethical decisions?,"An innate moral order and conscience, guided by the Church","God has embedded a universal moral order into human nature that can be known by reason. This conscience guides decisions, with Scripture and authoritative Church teaching providing necessary illumination.",Natural Law Tradition,20,20,0,80,N/A,0,N/A,0,N/A,N/A,50,10
ETH_01_A08,ETH_01,What is the primary source for making ethical decisions?,"The biblical moral law, guided by historic confessions","Ethical decisions are based on Scripture’s moral law (such as the Ten Commandments), interpreted through the lens of historic creeds and confessional standards.",Confessional Ethics,10,10,20,40,N/A,20,N/A,10,N/A,N/A,15,0
ETH_01_A04,ETH_01,What is the primary source for making ethical decisions?,"The direct, inward leading of the Holy Spirit","Ethical decisions are ultimately guided by immediate personal revelation, conscience, or the inward leading of the Spirit in the given moment.",Pneumatic Illumination,60,80,80,0,N/A,100,N/A,100,N/A,N/A,85,100
ETH_01_A03,ETH_01,What is the primary source for making ethical decisions?,Scriptural principles applied through reason and experience,"Scripture is the primary source, but its ethical principles must be practically applied through the necessary lenses of tradition, human reason, and lived experience.",Ethical Prima Scriptura,40,50,60,60,N/A,50,N/A,60,N/A,N/A,60,40
ETH_01_A07,ETH_01,What is the primary source for making ethical decisions?,"The teachings of Jesus, discerned by the local community",Ethical decisions are rooted in the direct teachings of Jesus (like the Sermon on the Mount) and discerned collectively by the gathered community of believers for their specific context.,Communal Discernment,70,60,50,70,N/A,80,N/A,20,N/A,N/A,30,80
ETH_01_A06,ETH_01,What is the primary source for making ethical decisions?,"The overarching principles of love, justice, and harm reduction","Specific ancient biblical rules are secondary to the broader, universal ethical mandates of love, inclusion, and pursuing justice in modern society.",Situation Ethics,100,100,100,100,N/A,90,N/A,80,N/A,N/A,100,70
ETH_05_A01,ETH_05,What is the biblical view on the origins of the universe and humanity?,"Six literal days and a recent, young creation","The universe and humanity were created by God in six literal 24-hour days approximately 6,000 to 10,000 years ago, even if the earth was created with the appearance of age.",Young Earth Creationism,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,0,N/A
ETH_05_A02,ETH_05,What is the biblical view on the origins of the universe and humanity?,An old universe with a recent six-day restoration,"A vast expanse of time exists between the first two verses of Genesis, containing an ancient ruined earth, followed by a recent, literal six-day re-creation.",Gap Creationism,20,N/A,30,15,30,N/A,N/A,N/A,N/A,N/A,15,N/A
ETH_05_A03,ETH_05,What is the biblical view on the origins of the universe and humanity?,"An old universe with direct, special acts of creation","The universe is ancient, but God intervened directly to create different life forms. Genesis is read as long eras (Day-Age), but macro-evolution and common descent are rejected.",Progressive Creationism,30,N/A,45,30,40,N/A,N/A,N/A,N/A,N/A,30,N/A
ETH_05_A04,ETH_05,What is the biblical view on the origins of the universe and humanity?,"An inspired theological framework, not a science book","The creation accounts are brilliant, divinely inspired literary structures designed to convey theological truths about God, humanity, and order, leaving the actual scientific mechanism of origins open.",Literary Framework View,50,N/A,60,50,60,N/A,N/A,N/A,N/A,N/A,70,N/A
ETH_05_A05,ETH_05,What is the biblical view on the origins of the universe and humanity?,God planned or guided the process of evolution,"The universe is ancient, and God used the natural processes of evolution to bring about life. The Genesis days are understood figuratively, either as long geological eras or literary devices.",Theistic Evolution,70,N/A,80,80,85,N/A,N/A,N/A,N/A,N/A,85,N/A
ETH_05_A06,ETH_05,What is the biblical view on the origins of the universe and humanity?,Unguided evolution; the text is purely human myth,"Humanity and the universe arose entirely through natural, unguided evolutionary processes; the Genesis accounts are purely human, ancient mythological attempts to understand origins, devoid of divine inspiration.",Naturalistic Evolution,100,N/A,100,100,100,N/A,N/A,N/A,N/A,N/A,100,N/A
ETH_06_A01,ETH_06,Is participation in warfare or military service permissible for a Christian?,Absolute refusal of violence and military service,"Christians are strictly prohibited from using lethal force or participating in the military, trusting entirely in the ethic of enemy-love and non-resistance.",Christian Pacifism,N/A,100,40,N/A,0,N/A,N/A,85,N/A,N/A,0,N/A
ETH_06_A06,ETH_06,Is participation in warfare or military service permissible for a Christian?,"Military service is permitted, but only as non-combatants","Military service is permissible to aid one's country, but Christians must strictly refuse to bear arms or use lethal force (e.g., serving as medics or cooks).",Non-Combatancy,N/A,85,60,N/A,20,N/A,N/A,70,N/A,N/A,20,N/A
