Denomination_ID,Denomination_Name,Denomination_Family,Founded_Year,Founded_Century,Region_Origin,Is_Active,Est_Members_Global,Description,Major_Proponents,GOD_01_Answer,GOD_01_Certainty,GOD_01_Tolerance,GOD_04_Answer,GOD_04_Certainty,GOD_04_Tolerance,SCR_01_Answer,SCR_01_Certainty,SCR_01_Tolerance,SCR_02_Answer,SCR_02_Certainty,SCR_02_Tolerance,SCR_07_Answer,SCR_07_Certainty,SCR_07_Tolerance,SCR_09_Answer,SCR_09_Certainty,SCR_09_Tolerance,SAL_03_Answer,SAL_03_Certainty,SAL_03_Tolerance,SAL_06_Answer,SAL_06_Certainty,SAL_06_Tolerance,SAL_07_Answer,SAL_07_Certainty,SAL_07_Tolerance,SAL_08_Answer,SAL_08_Certainty,SAL_08_Tolerance,SAL_14_Answer,SAL_14_Certainty,SAL_14_Tolerance,CHR_01_Answer,CHR_01_Certainty,CHR_01_Tolerance,CHR_09_Answer,CHR_09_Certainty,CHR_09_Tolerance,CHR_10_Answer,CHR_10_Certainty,CHR_10_Tolerance,CHR_13_Answer,CHR_13_Certainty,CHR_13_Tolerance,SAC_02_Answer,SAC_02_Certainty,SAC_02_Tolerance,SAC_03_Answer,SAC_03_Certainty,SAC_03_Tolerance,WOR_05_Answer,WOR_05_Certainty,WOR_05_Tolerance,WOR_06_Answer,WOR_06_Certainty,WOR_06_Tolerance,WOR_08_Answer,WOR_08_Certainty,WOR_08_Tolerance,WOR_20_Answer,WOR_20_Certainty,WOR_20_Tolerance,WOR_21_Answer,WOR_21_Certainty,WOR_21_Tolerance,ESC_02_Answer,ESC_02_Certainty,ESC_02_Tolerance,ESC_06_Answer,ESC_06_Certainty,ESC_06_Tolerance,ESC_07_Answer,ESC_07_Certainty,ESC_07_Tolerance,ETH_01_Answer,ETH_01_Certainty,ETH_01_Tolerance,ETH_05_Answer,ETH_05_Certainty,ETH_05_Tolerance,ETH_06_Answer,ETH_06_Certainty,ETH_06_Tolerance,ETH_09_Answer,ETH_09_Certainty,ETH_09_Tolerance,MET_03_Answer,MET_03_Certainty,MET_03_Tolerance,MET_04_Answer,MET_04_Certainty,MET_04_Tolerance,CHR_19_Answer,CHR_19_Certainty,CHR_19_Tolerance,Column 107
DENOM_101,Old Lutherans,Lutheranism,1830 AD,19th,Germany / USA,TRUE,~3 Million,Groups that seceded from the state churches to reject the Prussian Union; insisted on strict adherence to the Book of Concord and distinct Lutheran liturgy; ancestors of the Missouri Synod (LCMS).,"Johann Gottfried Scheibel, C.F.W. Walther","One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Certain,Opposed,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,"Revelation gifts ceased, but miracles continue",Certain,Opposed,Established confessions and church office,Certain,Opposed,A legal substitution for punishment,Certain,Opposed,"God gives faith as a pure gift, but humans can reject it",Certain,Opposed,A conditional legal declaration through trusting Christ alone,Certain,Opposed,"Faith alone, which is delivered through the sacraments",Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Opposed,The assembly where the Word and Sacraments are pure,Certain,Opposed,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Discerning,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Opposed,Infants of believers and unbaptized converts,Certain,Opposed,Worship must be strictly reverent and objective,Certain,Opposed,Images are helpful tools to focus the mind during prayer,Certain,Discerning,"Not actively expected, but God may still act",Certain,Opposed,"Mother of God and ever-virgin, but not prayed to",Certain,Opposed,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Opposed,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,"The biblical moral law, guided by historic confessions",Certain,Discerning,"Six literal days and a recent, young creation",Certain,Opposed,Permissible only under strict conditions of justice,Certain,Opposed,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Opposed,Believing and upholding orthodox doctrine and true worship,Certain,Opposed,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_102,Lutheran Church–Missouri Synod (LCMS),Lutheranism,1847 AD,19th,Chicago / St. Louis (USA),TRUE,~1.8 Million,"The primary ""Confessional"" alternative to the ELCA; strictly adheres to the Book of Concord and Biblical inerrancy; practices ""closed communion"" and rejects women's ordination and ecumenical syncretism.","C.F.W. Walther, Franz Pieper","One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Certain,Opposed,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,"Revelation gifts ceased, but miracles continue",Certain,Discerning,Established confessions and church office,Certain,Opposed,A legal substitution for punishment,Certain,Discerning,"God gives faith as a pure gift, but humans can reject it",Certain,Opposed,A conditional legal declaration through trusting Christ alone,Certain,Opposed,"Faith alone, which is delivered through the sacraments",Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,The assembly where the Word and Sacraments are pure,Certain,Opposed,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Discerning,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Opposed,"No, but women may lead and teach in specific, unordained roles",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Salvation issue,Infants of believers and unbaptized converts,Certain,Opposed,"Emotions are a valid response, but truth and order must lead",Certain,Discerning,Images are helpful tools to focus the mind during prayer,Certain,Charitable,"Not actively expected, but God may still act",Certain,Discerning,"Mother of God and ever-virgin, but not prayed to",Certain,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Opposed,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,"The biblical moral law, guided by historic confessions",Certain,Discerning,"Six literal days and a recent, young creation",Certain,Opposed,Permissible only under strict conditions of justice,Certain,Discerning,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Opposed,Believing and upholding orthodox doctrine and true worship,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_103,Wisconsin Evangelical Lutheran Synod (WELS),Lutheranism,1850 AD,19th,Milwaukee (USA),TRUE,"~340,000","More conservative than the LCMS; breaks fellowship even with other conservatives over slight doctrinal disagreements (the concept of ""Fellowship""); prohibits women from voting in church assemblies.",John Bading,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Certain,Opposed,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,"Revelation gifts ceased, but miracles continue",Certain,Opposed,Established confessions and church office,Certain,Opposed,A legal substitution for punishment,Certain,Opposed,"God gives faith as a pure gift, but humans can reject it",Certain,Opposed,A conditional legal declaration through trusting Christ alone,Certain,Opposed,"Faith alone, which is delivered through the sacraments",Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,The assembly where the Word and Sacraments are pure,Certain,Opposed,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Opposed,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Opposed,Infants of believers and unbaptized converts,Certain,Opposed,Worship must be strictly reverent and objective,Certain,Opposed,Images are helpful tools to focus the mind during prayer,Certain,Discerning,They ended with the apostles,Certain,Opposed,"Mother of God, but had other children and is not prayed to",Certain,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Opposed,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,"The biblical moral law, guided by historic confessions",Certain,Opposed,"Six literal days and a recent, young creation",Certain,Opposed,Permissible only under strict conditions of justice,Certain,Opposed,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Opposed,Believing and upholding orthodox doctrine and true worship,Certain,Opposed,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_104,Confessing Church (Bekennende Kirche),Lutheranism,1934 AD,20th,Nazi Germany,FALSE,0,"A movement resisting the Nazi takeover of the German church (German Christians); issued the Barmen Declaration, asserting the church's allegiance to Christ alone, not the Führer.","Karl Barth, Dietrich Bonhoeffer, Martin Niemöller","One God existing as three distinct, co-equal persons",Certain,Salvation issue,"God decrees the outcome but works through free human choices, God foresees the future without controlling it",Pretty Sure,Discerning,Scripture as the sole infallible rule,Certain,Salvation issue,"A witness that becomes God’s word in encounter, Words superintended by God through humans",Pretty Sure,Discerning,"All supernatural revelation has ended with the apostles, Revelation gifts ceased, but miracles continue",Pretty Sure,Discerning,Established confessions and church office,Certain,Discerning,"A legal substitution for punishment, A victory over death and evil powers",Certain,Discerning,"God elects some to be saved and leaves the rest to their sin, God gives faith as a pure gift, but humans can reject it",Pretty Sure,Discerning,"A permanent legal declaration through trusting Christ alone, A conditional legal declaration through trusting Christ alone",Certain,Discerning,"Faith alone, which is delivered through the sacraments, Faith alone, with sacraments acting as confirming seals",Certain,Discerning,"Yes, conscious faith in Christ during this life is strictly required, Christ is the only Savior, and He will ultimately save everyone",Pretty Sure,Discerning,The assembly where the Word and Sacraments are pure,Certain,Discerning,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Discerning,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Discerning,"No, all formal leadership and teaching roles are reserved for men",Certain,Discerning,"It is a means of grace that directly causes new birth and washes away sin, It is a visible sign and seal of God's covenant promises",Certain,Discerning,Infants of believers and unbaptized converts,Certain,Opposed,"Emotions are a valid response, but truth and order must lead, Heartfelt sincerity within a structured service",Pretty Sure,Charitable,"Visual depictions should be kept out of the worship space, Art is acceptable as decoration, but not as an aid for prayer",Pretty Sure,Discerning,"They ended with the apostles, Not actively expected, but God may still act",Pretty Sure,Discerning,"Mother of God and ever-virgin, but not prayed to, Mother of God, but had other children and is not prayed to",Pretty Sure,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate, conscious presence with God in heaven",Certain,Discerning,"A state of eternal, conscious separation and suffering",Certain,Discerning,"The biblical moral law, guided by historic confessions",Certain,Discerning,"Six literal days and a recent, young creation, An inspired theological framework, not a science book",Not Sure,Extremely Accepting,"Permissible only under strict conditions of justice, A tragic but necessary evil to restrain greater evil",Pretty Sure,Discerning,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,"The Bible is scientifically and historically accurate as written, The Bible teaches faith perfectly, using ancient concepts and worldview",Pretty Sure,Discerning,Believing and upholding orthodox doctrine and true worship,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
DENOM_105,Evangelical Lutheran Church in America (ELCA),Lutheranism,1988 AD,20th,USA,TRUE,~3 Million,"The primary ""Liberal/Mainline"" Lutheran body in North America; formed by merging three predecessor bodies; broadly ecumenical, ordains women and LGBTQ+ clergy, and is in full communion with the Episcopal Church and Reformed bodies.",H. George Anderson,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Leaning,Charitable,"Scripture as primary, informed by history and reason, Scripture as the sole infallible rule",Pretty Sure,Charitable,"A witness that becomes God’s word in encounter, A human record of religious experience",Pretty Sure,Charitable,Public revelation is closed; private guidance remains,Pretty Sure,Discerning,Established confessions and church office,Leaning,Charitable,"A victory over death and evil powers, A legal substitution for punishment",Pretty Sure,Extremely Accepting,"God gives faith as a pure gift, but humans can reject it",Pretty Sure,Charitable,A conditional legal declaration through trusting Christ alone,Certain,Discerning,"Faith alone, which is delivered through the sacraments",Certain,Charitable,"Christ is the only Savior, but His grace may reach those who do not know Him, Christ is the only Savior, and He will ultimately save everyone",Pretty Sure,Charitable,The assembly where the Word and Sacraments are pure,Certain,Charitable,"It is a beneficial historic sign, but not strictly necessary",Certain,Discerning,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Discerning,"Yes, women may be ordained to any and all offices",Certain,Opposed,It is a means of grace that directly causes new birth and washes away sin,Certain,Discerning,Infants of believers and unbaptized converts,Certain,Opposed,Heartfelt sincerity within a structured service,Pretty Sure,Charitable,Images are helpful tools to focus the mind during prayer,Pretty Sure,Charitable,"Not actively expected, but God may still act",Pretty Sure,Charitable,"Mother of God, but had other children and is not prayed to, Mother of God and ever-virgin, but not prayed to",Pretty Sure,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church, No, these accounts are entirely symbolic",Pretty Sure,Discerning,"Immediate, conscious presence with God in heaven",Leaning,Charitable,"A state of eternal, conscious separation and suffering, A temporary, remedial state leading to ultimate salvation",Leaning,Extremely Accepting,"Scriptural principles applied through reason and experience, The overarching principles of love, justice, and harm reduction",Pretty Sure,Charitable,God planned or guided the process of evolution,Pretty Sure,Discerning,"Permissible only under strict conditions of justice, A personal decision based on individual conscience",Pretty Sure,Charitable,Full equality; same-sex marriage and ordination are fully affirmed,Certain,Charitable,"The Bible contains human errors and requires critical study, The Bible teaches faith perfectly, using ancient concepts and worldview",Pretty Sure,Charitable,"Receiving grace through the Church's sacramental life, Transforming society through acts of justice and systemic change",Pretty Sure,Charitable,Only when a church entirely abandons the true Gospel and sacraments,Pretty Sure,Charitable,
DENOM_106,Reformed State Churches (Continental),Reformed & Presbyterian,1536 AD,16th,Geneva / Strasbourg,TRUE,~30 Million,"The major branch of the Reformation systematized by Calvin; emphasizes God's sovereignty, election (predestination), and covenant theology; distinct from Presbyterianism by polity (Consistories vs. Presbyteries).","John Calvin, Theodore Beza, Martin Bucer","One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Certain,Discerning,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Discerning,"Revelation gifts ceased, but miracles continue",Certain,Opposed,Established confessions and church office,Certain,Discerning,A legal substitution for punishment,Certain,Opposed,God elects some to be saved and leaves the rest to their sin,Certain,Opposed,A permanent legal declaration through trusting Christ alone,Certain,Opposed,"Faith alone, with sacraments acting as confirming seals",Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Opposed,The visible covenant community of God,Certain,Discerning,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Discerning,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Discerning,"No, all formal leadership and teaching roles are reserved for men",Certain,Opposed,It is a visible sign and seal of God's covenant promises,Certain,Opposed,Infants of believers and unbaptized converts,Certain,Opposed,"Emotions are a valid response, but truth and order must lead",Certain,Opposed,Visual depictions should be kept out of the worship space,Certain,Opposed,They ended with the apostles,Certain,Opposed,"Mother of God, but had other children and is not prayed to",Certain,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,"The biblical moral law, guided by historic confessions",Certain,Discerning,"Six literal days and a recent, young creation",Pretty Sure,Discerning,Permissible only under strict conditions of justice,Certain,Discerning,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Discerning,Believing and upholding orthodox doctrine and true worship,Certain,Discerning,Only when a church entirely abandons the true Gospel and sacraments,Pretty Sure,Discerning,
DENOM_107,Church of Scotland,Reformed & Presbyterian,1560 AD,16th,Scotland,TRUE,~50 Million,The British expression of Reformed theology; distinct for its system of governance by elders (presbyters) and synods rather than bishops; historically adhered to the Westminster Confession of Faith.,"John Knox, Andrew Melville","One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Pretty Sure,Charitable,Scripture as the sole infallible rule,Pretty Sure,Discerning,Truthful in spiritual matters but human in details,Leaning,Charitable,"Revelation gifts ceased, but miracles continue",Pretty Sure,Discerning,Established confessions and church office,Certain,Discerning,A legal substitution for punishment,Pretty Sure,Charitable,God elects some to be saved and leaves the rest to their sin,Leaning,Charitable,A permanent legal declaration through trusting Christ alone,Pretty Sure,Discerning,"Faith alone, with sacraments acting as confirming seals",Certain,Discerning,"Christ is the only Savior, but His grace may reach those who do not know Him",Leaning,Charitable,The visible covenant community of God,Certain,Discerning,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Discerning,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Discerning,"Yes, women may be ordained to any and all offices",Certain,Opposed,It is a visible sign and seal of God's covenant promises,Certain,Discerning,Infants of believers and unbaptized converts,Certain,Discerning,"Emotions are a valid response, but truth and order must lead",Certain,Discerning,"Art is acceptable as decoration, but not as an aid for prayer",Pretty Sure,Discerning,"Not actively expected, but God may still act",Pretty Sure,Discerning,"Mother of God, but had other children and is not prayed to",Certain,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate, conscious presence with God in heaven",Certain,Discerning,"A state of eternal, conscious separation and suffering",Leaning,Charitable,Scriptural principles applied through reason and experience,Pretty Sure,Charitable,God planned or guided the process of evolution,Certain,Extremely Accepting,Permissible only under strict conditions of justice,Pretty Sure,Charitable,Full equality; same-sex marriage and ordination are fully affirmed,Certain,Discerning,"The Bible teaches faith perfectly, using ancient concepts and worldview",Leaning,Charitable,Believing and upholding orthodox doctrine and true worship,Leaning,Charitable,Only when a church entirely abandons the true Gospel and sacraments,Pretty Sure,Discerning,
DENOM_108,Huguenots (Historic),Reformed & Presbyterian,c. 1550 AD,16th,France,TRUE,"~300,000","The French Reformed Church; historically a ""Church under the Cross"" defined by persecution (St. Bartholomew's Day Massacre) and military resistance; strict Calvinist theology.","Gaspard de Coligny, Jeanne d'Albret","One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Certain,Opposed,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Opposed,All supernatural revelation has ended with the apostles,Certain,Opposed,Established confessions and church office,Certain,Opposed,A legal substitution for punishment,Certain,Opposed,God elects some to be saved and leaves the rest to their sin,Certain,Opposed,A permanent legal declaration through trusting Christ alone,Certain,Salvation issue,"Faith alone, with sacraments acting as confirming seals",Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,The assembly where the Word and Sacraments are pure,Certain,Opposed,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Opposed,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Certain,Opposed,It is a visible sign and seal of God's covenant promises,Certain,Opposed,Infants of believers and unbaptized converts,Certain,Opposed,"Emotions are a valid response, but truth and order must lead",Certain,Opposed,All religious images of the divine must be strictly avoided,Certain,Opposed,They ended with the apostles,Certain,Opposed,"Mother of God, but had other children and is not prayed to",Certain,Opposed,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Opposed,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Opposed,"The biblical moral law, guided by historic confessions",Certain,Opposed,"Six literal days and a recent, young creation",Certain,Opposed,Permissible only under strict conditions of justice,Certain,Opposed,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Opposed,Believing and upholding orthodox doctrine and true worship,Certain,Opposed,Only when a church entirely abandons the true Gospel and sacraments,Pretty Sure,Discerning,
DENOM_109,Remonstrants (Arminians),Reformed & Presbyterian,1610 AD,17th,Netherlands,TRUE,"~5,000",A break from strict Calvinism; rejected unconditional election and limited atonement in favor of prevenient grace and free will; condemned at the Synod of Dort but highly influential on Methodism.,"Jacobus Arminius, Simon Episcopius","One God existing as three distinct, co-equal persons",Certain,Salvation issue,God foresees the future without controlling it,Certain,Opposed,Scripture as the sole infallible rule,Certain,Opposed,Words superintended by God through humans,Certain,Discerning,All supernatural revelation has ended with the apostles,Certain,Discerning,Established confessions and church office,Certain,Discerning,A demonstration to uphold moral order,Certain,Charitable,God restores the will so humans can choose to believe,Certain,Opposed,A conditional legal declaration through trusting Christ alone,Certain,Opposed,Initial faith followed by a life of perseverance,Certain,Opposed,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,The visible covenant community of God,Certain,Discerning,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Discerning,Christ alone mediates; every believer has direct access,Certain,Opposed,"No, all formal leadership and teaching roles are reserved for men",Certain,Opposed,It is a visible sign and seal of God's covenant promises,Certain,Discerning,Infants of believers and unbaptized converts,Certain,Opposed,"Emotions are a valid response, but truth and order must lead",Certain,Charitable,Visual depictions should be kept out of the worship space,Certain,Discerning,They ended with the apostles,Certain,Discerning,"Mother of God, but had other children and is not prayed to",Certain,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Charitable,"Immediate, conscious presence with God in heaven",Certain,Opposed,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,The direct commands and precepts of the Bible alone,Certain,Discerning,"Six literal days and a recent, young creation",Certain,Charitable,Permissible only under strict conditions of justice,Certain,Charitable,Both same-sex attraction and the acts are inherently sinful,Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Discerning,Believing and upholding orthodox doctrine and true worship,Certain,Discerning,Only when a church entirely abandons the true Gospel and sacraments,Pretty Sure,Charitable,
DENOM_110,Hungarian Reformed Church,Reformed & Presbyterian,1567 AD,16th,Debrecen (Hungary),TRUE,~3 Million,"The ""Calvinist Rome"" of Eastern Europe; distinct for surviving under Ottoman rule and retaining a bishop-like superintendency despite being Reformed; deeply tied to Magyar national identity.",Péter Juhász Melius,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Certain,Discerning,Scripture as the sole infallible rule,Certain,Discerning,"Words superintended by God through humans, Truthful in spiritual matters but human in details",Pretty Sure,Discerning,"Revelation gifts ceased, but miracles continue",Certain,Discerning,Established confessions and church office,Certain,Discerning,A legal substitution for punishment,Certain,Discerning,God elects some to be saved and leaves the rest to their sin,Certain,Discerning,A permanent legal declaration through trusting Christ alone,Certain,Opposed,"Faith alone, with sacraments acting as confirming seals",Certain,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Certain,Discerning,The assembly where the Word and Sacraments are pure,Certain,Discerning,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Charitable,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Discerning,"Yes, women may be ordained to any and all offices",Certain,Discerning,It is a visible sign and seal of God's covenant promises,Certain,Discerning,Infants of believers and unbaptized converts,Certain,Discerning,"Emotions are a valid response, but truth and order must lead",Certain,Discerning,Visual depictions should be kept out of the worship space,Certain,Opposed,"Not actively expected, but God may still act",Pretty Sure,Discerning,"Mother of God, but had other children and is not prayed to",Pretty Sure,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Discerning,"Immediate, conscious presence with God in heaven",Certain,Discerning,"A state of eternal, conscious separation and suffering",Certain,Discerning,"The biblical moral law, guided by historic confessions",Certain,Discerning,"God planned or guided the process of evolution, An inspired theological framework, not a science book",Pretty Sure,Charitable,Permissible only under strict conditions of justice,Certain,Discerning,"Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,"The Bible and science are both true and must be harmonized, The Bible teaches faith perfectly, using ancient concepts and worldview",Pretty Sure,Discerning,Believing and upholding orthodox doctrine and true worship,Certain,Discerning,Only when a church entirely abandons the true Gospel and sacraments,Pretty Sure,Discerning,
DENOM_111,Free Church of Scotland,Reformed & Presbyterian,1843 AD,19th,Scotland,TRUE,"~12,000","Formed by the ""Disruption"" of 1843; walked out of the established Church of Scotland over the issue of state interference in the calling of ministers (Patronage); distinctive for unaccompanied psalmody.",Thomas Chalmers,"One God existing as three distinct, co-equal persons",Certain,Salvation issue,God decrees the outcome but works through free human choices,Certain,Discerning,Scripture as the sole infallible rule,Certain,Discerning,Words superintended by God through humans,Certain,Discerning,All supernatural revelation has ended with the apostles,Certain,Discerning,Established confessions and church office,Certain,Discerning,A legal substitution for punishment,Certain,Salvation issue,God elects some to be saved and leaves the rest to their sin,Certain,Discerning,A permanent legal declaration through trusting Christ alone,Certain,Salvation issue,"Faith alone, with sacraments acting as confirming seals",Certain,Discerning,"Yes, conscious faith in Christ during this life is strictly required",Certain,Salvation issue,The visible covenant community of God,Certain,Discerning,"No, succession is carried by faithful doctrine and an ordered ministry",Certain,Discerning,"Christ mediates alone, ordinarily through the Church's earthly ministry",Certain,Discerning,"No, all formal leadership and teaching roles are reserved for men",Certain,Discerning,It is a visible sign and seal of God's covenant promises,Certain,Discerning,Infants of believers and unbaptized converts,Certain,Discerning,"Emotions are a valid response, but truth and order must lead",Certain,Discerning,All religious images of the divine must be strictly avoided,Certain,Opposed,They ended with the apostles,Certain,Discerning,"Mother of God, but had other children and is not prayed to",Certain,Discerning,"Honored as historical examples, but we pray only to God",Certain,Opposed,"No, tribulation is the ongoing experience of the Church",Certain,Charitable,"Immediate, conscious presence with God in heaven",Certain,Salvation issue,"A state of eternal, conscious separation and suffering",Certain,Salvation issue,"The biblical moral law, guided by historic confessions",Certain,Discerning,"Six literal days and a recent, young creation, An old universe with direct, special acts of creation",Pretty Sure,Discerning,Permissible only under strict conditions of justice,Certain,Charitable,"Both same-sex attraction and the acts are inherently sinful, Same-sex attraction is a non-sinful temptation, but acts are sinful",Certain,Opposed,The Bible is scientifically and historically accurate as written,Certain,Discerning,Believing and upholding orthodox doctrine and true worship,Certain,Discerning,When a church officially teaches or tolerates significant doctrinal error,Certain,Discerning,
